Page number,Footnote text
16,"a Hoveden, P. 655. Bened. Abb. p. 547. M. Paris, p. 107."
18,Gale's Collect. vol. iii. p. 165.
19,"""The sheriff had anciently both the administration of justice and the ma-"
19,nagement of the king's revenue committed to him in the county. See Hale
19,of Sheriffs Accounts.
19,"I M. Paris, p. 109. W. Heming. p. 519. Knyghton, p. 2401."
20,"I Hoveden, p. 662. Rymer, vol. i. p. 64. M. West. P. 257."
21,"t Bened. Abb. p. 556. h Hoveden, p. 660."
22,"I Vinisauf, p. 305."
23,"* Bened, Abb. p. 580. Hoveden, p. 663."
24,"m Hoveden, p. 676, 677. Bened. Abb. p. é15. * Bened. Abb,"
24,P. 608.
25,"* Hoveden, p. 674. P I1bid. p. 688. Bened. Abb. p. 642, 643."
25,"Prompton, p. 1195."
26,"9 Vinisauf. p. 316. M. Paris, p. 112. Trivet, p. 102. W."
26,"Heming. p. 519. Hoveden, p. 68s. t Rymer, vol. i."
26,"P. 69. Chron. de Dunst. r44. ** Hened, Abb. p. 644."
27,"WBened. Abb. p. 650. Ann. Waverl. p. 164. Vinisauf, p. 328. W."
27,Heming. p. 523. * Vin sauf. p. 69. 271. 275.
28,"Y Vinisauf. p. 281. * Trivet, p. 104. Vinisauf. p. 342."
28,W. Heming. p. 524.
29,"* This true cross was lost in the battle of Tiberiade, to which it had bee"
29,"carried by the crusaders for their protection. Rigord, san uthoe of that age"
29,"saye. that after this difmal event, all the children who were born throughout"
29,"Christendom, had only twenty or twenty-two teeth, instead. of thirty or"
29,"thirty-two, which was their former complement, P. 4"
30,"P Hoveden, p. 665. Knyghton, p. 2407. W. Heming."
30,"ps * I Hoveden, p. 680. Bened. Abb. p. 626. o on"
30,"ton, p. 1193."
32,"e W. Heming. p. 532. Brompton, p. 1243."
33,"f Rymer, vol. i. p. 71. E Vinisauf. p. 391. h Brompton,"
33,"P. 1243. I Rymer, vol. i. p. 71. Trivet, p. 124. W. Heming."
33,"P. 544. Diceto, p. 680. KkW. Heming. P. 532. Brompton"
33,P. 1245.
34,"I Hoveden, p. 698. Bened. Abb. p. 677. Diceto, p. 662. Brompton,"
34,p. 1214.
35,m Vinisauf. p. 380.
36,"Hovecen, . er Bened. Abb. P. 673. M. Paris, p, 115. Vinisauf,"
36,"Pr 346. W. Heming. P 531,"
37,"o Chron. T. Wykes, p. 35. P Rymer, vol. i. p. 72, 73. 71475"
37,"76, &c."
38,"I Rymer, yol, i. p. 76 1 Ibid. p. 85."
39,"s Hoveden, p. 730, 731. Rymer, vol. i. p. 81. 1 Hoveden,"
39,y734 MW. Heming. p. 536.
40,"M. Paris, p. 121. W. Heming. p. 516"
42,"* Rymer, vol. i. p. 84."
43,"Y Hoveden, p. 737. Ann. Waverl. p. 165. W. Heming. p. 540."
43,"* Hoveden, p. 740."
44,"a Hoveden, p. 739."
45,"* Rymer, vol, i. p. 88. 102."
46,"""Rymer, vol. i. p. 91. I W. Heming. p. 549. Brompton"
46,"p. 1273 Rymer, vol. i. p. 94. * Genesis, chap. xxxvii. ver. 32."
46,"M. Paris, p. 128. Brompton, p. 1273."
47,"Rymer, vol. i. P. 109, 110. & Hoveden, p. 791. Knyghton,"
47,p. 2413. h Ibid.
48,"I Hoveden, p. 791. Brompton, p. 1377. Knyghton, p. 2413."
49,"* Hoveden, p. 743. Tyrrel, vol. ii. p. 563. I Prynne's Chronol"
49,Vindic. tom. i. p. 11334.
50,"m Hoveden, p. 745. * See note [A] at the end of the volume."
50,"n M. Paris, p. 109. 134. Trivet, p. 127. Ann. Waverl. p. 165"
50,"Hoveden, p. 774"
51,""" Hoveden, p. 765. Diceto, p. 691. Neubrig. p. 492, 493."
51,"I Gervase, p. 1551."
54,"? Hoveden, p. 677. M. Paris, p. 112. Chron de Dunst. p. 43. Rymer,"
54,"yol i p. 66. 68. Bened, Abb. p. 619. Hoyeden, p.791."
54,"Trivet, p. 138."
55,""" Hoveden, p. 792. M. Paris, p. 137. M. West. p. 264. Knyghton,"
55,"p. 24144 I Hoveden, p. 793. M. Paris, p. 137. —"" Rymer,"
55,"rol. i. p, 114. Hoveden, p. 794. M Paris, p. 138."
56,"f Hoveden, p. 795."
57,"& Norman. Duchesnii, p. 1055. Rymer, vol. i. p. 117, 118, 119."
57,"Hoveden, p. 814. Chron. Dunst. vol. i. p. 47."
58,"I Annal. Burton, p. 2621 I Ibid."
59,* Philipp. lib. 6.
60,"Trivet, p. 142. "" Ann. Waverl. pi 167. M. West. p. 264."
61,"* Ann. Marg. p. 213. M. West. p. 264. : "" M. Wis. p. 264."
61,? Ibid.
62,"§ Trivet, P. 145. T. Wykes, p. 36. Ypod, Neust. p. 459."
63,"IW. Heming. p. 455. M. West. p. a64. Knyghton, p. 2420."
65,""" M. Paris, p. 146. M. West. p. 264."
66,""" Trivet, p. 144. Gul, Britto, lib, 7. Ann. Waverl. p. 168."
68,"W Trivet, p. 147. Ypod, Neust. p. 459. * Trivet, p. 149"
68,"YM. Paris, p. 146. M. West. p. 265."
69,"* Rymer, vol. i. p. 141."
70,"* Rymer, vol. i. p. 119."
71,"b M. Paris, p. 148. M. West. P. 266. Ibid."
71,"I M, West. p. 266."
72,"'M. Paris, p. 149. M. West. p. 266. I M. Paris, p. 155."
72,Chron. de Mailr. p. 182.
74,"* M. Paris, p. 155. Ann. Waverl. p. 169. W. Heming. p. 553."
74,"Knyghton, p. 2415."
75,"h Rymer, vol. i. p. 139. M. Paris, p. 155. I Rymer, vol. i."
75,"r I : r.M. Paris, p. 156. Trivet, P 151. Ann. Waverl."
75,"r 19. A M. Paris, P. 157."
76,"m M. Paris, p. 157. 1* Itid. * Ibid. Trivet, p. 152"
76,Ann. Waverl. p. 170. M. Westt. p. 268.
77,? Chron. Dunst. vol. i. p. 51.
78,"IAnn. Waverl. p. 170. I M. Paris, p. 158. Ann. Waverl"
78,"P. 170. s Padre Paolo, Hist. Conc. Trid. lib. 1."
79,"W. Heming. p. 556. Ypod. Neust. p. 460. Knyghton, p. 2420."
79,"""M., West. p. 268."
80,"WM. Paris, p. 160. Trivet, 154. M. West. p. 269."
81,"* M. Paris, p. 159. M. West. p. 270. YM. Paris, p. 159."
82,2 Ann. Waverl. p. 170. Ann. Marg. p. 14. a M. Paris.
82,"p. 162. M, West. p. 270, 271. 8 Ann. Waverl. 5. 171."
83,"M. Paris, p. 161. M. West. p. 270. ""M. Paris, p. 162"
83,M. Wesft. p. a71.
84,"* M. Paris, p. 163. M. West. p. 271. IM. Paris. p. 1642."
85,"& M. West. p. 271. h Rymer, vol. i. p. 166. M. Paris, p. 164."
85,"Annal, Burt. 268. i Rymer, vol. i. P. 170. M. Paris, p. 163."
