Page number,Footnote text
39,"a Caesar, lib. 4 b Diod. Sic. lib 4. Mela, lib. 3 cap. 6."
39,"ixrabo, lib 4. Dion Cassius, lib. 75. * Caesar, lib. 6."
40,"e Tacit. Agr. Cunsar, lib. 6. Strabo, lib. 4. s Plin"
40,lib. 12. cap. 1.
41,lib 6.
43,I Tacit. Ann. lib. 12.
45,Tacit. Ann. lib. 14. n Tacit. Agr.
46,o Tacit. Agr.
48,""" See Note [A] at the end of the Volume."
48,"p Gildas, Bede, lib. 1. cap. 12. Paull. Diacon,"
49,"1 Bede, lib, 1. cap. 12. r 1bid,"
50,"S Gildas, Bede, lib. 1. Ann. Beverl. p. 45. t Gildas, Bede,"
50,"lib. 1. cap. 13. Malmesbury, lib. 1. cap. 1. Ann. Beverl. P. 45."
50,u Chron. Sax. P. 11. Edit. 1692.
51,"W Ann. Beverl. p. 45. * Cildas, Bede, lib. 1. cap. 14"
51,"Y Gildas, Usher Ant. Brit. P. 248. 347. ; i1 Gildas, Bede, lib. 1."
51,"cap. 17. Constant, in vita Cerm."
53,"b Caesar, lib. 6. Tacit, de Mor. Germ. e Caesar, lib 6. Ta-"
53,cit. ibid.
54,d Amm. Marcell. lib. 28. Orosius. e Amm. Marcell. lib. 27.
54,"cap. 7. lib. 28. cap. 7. f Will. Malm. p. S. Bede, lib. I."
54,"ap. 15. Saxon Chron. p. 13. Nennius, cap. 28."
55,"h Saxon Chronicle, p. 12. Gul. Malm. p. 11. Huntington, lib. a."
55,"P. 309. Ethelwerd. Brompton, p. 728. I Chron. Sax. p. 12."
55,Ann. Beverl. p. 49.
56,"* Bede, lib. 1. cap. 15. Nennius, cap. 35. Gildas, §23."
57,"I Bede, lib. 1. cap. 15. Usher, p. 226. Gildas, § 24."
57,"m Nennius. Galft. lib. 6. cap. 12. Nennius, cap. 47. Galfr."
57,"Stillingfleet's Orig. Britt. p. 324,325"
58,"P Bede, lib. 1. cap. 15. Ethelwerd, p. 8475. edit. Camdeni. Chron."
58,"Wight were Jutes. Essex, Middlesex, Surrey, Sussex, ai all the southern"
58,"wcuntie to Cornwal, yere peopled by Saxons Mercia and other parts of the"
58,kingdom were inhabited by Angles.
58,1 Chron. Sax. p. 14. Ann. Beverl. p. 1.
59,Saxon Chron. A. D. 485. Flor. Wigorn. s Hen. Huntin.
59,lib. 2. I Will. Malm. lib. 1. cap. 1. P. 12. Chron. Sax. p. 15
60,"u Chron. Sax. p. 17. WH. Hunting. lib. 2. Ethelwerd, lib."
60,"Chron. Sax. p. 1J. Henting. lib. . Gildas, Saxon"
60,Chron. H. Hunting. lib. 2.
61,"2 Math. West. Huntingdon, lib. 2. a Chron. Sax. p. 19."
61,b Will. Malms p. 19.
62,""" Ann. Bever. p. 78. I Gildas. Bede, lib. 1."
64,""" Milton in Kennet, p. 50."
65,I H Hunting lib. 2.
67,"h Greg. of Tours, lib, 9. cap. 26. H, Hunting. lib. 2"
68,"I Bede, lib. 1. cap. 25. Brompton, p. 729."
69,"I Bede, lib. 2. cap. 1. Spell. Conc. p. 91. I Bede, lib. 1."
69,sap. 23.
70,a Greg. Epist. lib. 9 epist. 56. Spell. Conc. p. 82. n Higden
70,"Polychron. lib. 5. Chron. Sax. pP. 23. 9 Bede, lib. 1. cap. 25."
70,"H. Hunting. lib. 3. Brompton, p. 719. Parker Antiq. Brit. Eccl. p. 61."
70,"P Bede, lib. 1. cap. a5. Chron. W. Thorn. p. 1759. q Bede,"
70,"lib, 1. cap. 25. H. Hunting. lib. 3. Brompton, p. 719"
71,"! Bede, lib. 1. cap. 25. * Ibid. cap. 26. H. Hunting, lib.3"
71,"Bede, lib, 1. cap. 32. Brompton, p. 732. Spell. Conc. p. 86."
72,"wA ugustine asks, Si mulier menstrua conscetudine tenetur, an ecclesiam in-"
72,"are ei diret, aut sacrae communionis sacramenta percipere? Gregory answers,"
72,Santae commanionis mysterium in eisdem diebus percipere non debet probiberi. Si
72,"autem ex vereratione magna percipere non preesumitur, laudanda est. Augustine"
72,"asks, Si post illusionem, quat per somnum solet accidere, vel corpus Domini quili-"
72,"bet accipere valeat; vel, si sacerdos sit, sacra mysteria celebrare? Gregory"
72,answers this learned question by many learned distinctions.
73,"Y Chron. Sax. p. 25 24. : H. Hunting, lib. 3 Spell. Cone"
73,"p. 83. Bede, lib. 1. Greg. Epist. lib. 9. epist. 656. * Bede, lib. 1."
73,"5ep, 27. B Will. Malm. p. 10. E Wilkins Leges Sax, p. 13."
74,"I Bede, lib. 2. cap. 5. 3 e 1bid. cap. 6. Chron. Sax. p. 26"
74,"Higden, lib. s. f Brompton, p. 739"
76,"I Chron, Sax. P52. * Will. Malmes. lib. 1. cap. 1. p. 11."
77,"I Brompton, p. 779. m Trivet. apud Spell. Conc. p. 111"
77,""" Bede, lib. 3. cap, 2. W. Malmes, lib. 1. cap. 3."
78,? W. Malmes. lib. 1. cap. 3. H. Hunting. lib. 3. Bede.
78,"* Bede, lib. 2. cap. 12. Brompton, p. 781."
78,I Chron. Sax. P- 27.
79,"* Bede, lib. 2. cap. 9. Bede, lib. 2. cap. 9. Malmes. lib. 1."
79,cap. 3.
80,"WBede, lib. 2. cap. 13. Brompton, Higden, lib. 5. * Matth"
80,West. p 114 Chron. S ax. p. 29. 17 W. Malmes. lib. 1. cap. 3.
80,"2 Bede, lib. 2. cap. 20,"
84,"b Hugo Candidus, p. 4. says that he was treacherously murdered by his"
84,"queen, by whose persuasion he had embraced Christianity; but this ac-"
84,count of the matter is found in that historian alone.
84,""" Bede, lib. 5. a Chron. Sax. p. 59."
85,"Brompton, p. 750, 751, 752. f Spell. Conc. p. 308. Bromp-"
85,"ton, p. 776. & Spell. Conc. p. 230, 310, 312. h Higden,"
85,lib. 5. I Ingulph. p. 5. W. Malmes. lib. 1. cap. 4
86,"k Lib. 1. cap. 4. I Chron. Sax. p. 65. m Dupin, cent. 8."
86,"chap. 4. n Offa, in order to protect his country from Wales"
86,drew a rampart or ditch of a hundred miles in length from Basinwerke in
86,Flintshire to the South-sea near Bristol. See Speed's Description of Wales.
86,o Ingulph. p. .
87,"P Ingulph. p. 7. Brompton, p. 776. q Ingulph. p. 7."
87,r Ann. Beverl. p. 87. Chron. Sax. p. * 11iI. 2.
87,"cape 5. : "" H. Hunting. lib. 3. Brompton, p. 738, 747. Be"
89,"* Brompton, p, 800 y Chron. Sax. p. 22"
90,"* Higden, lib. 5. Chron. Sar. p. 15. Ann. Beverl. p. 94."
90,"Bede, lib. 4. cap. 12. Chron. Sax. P. 41."
92,"* Higden, lib. 5. W. Malmes. lib. 1. cap. 2. W. Malmes."
92,tibe 1. cap. a 4d Chron. Sax. p. 16. * H. Hunting. lib.
93,"Asser. in vita Alfredi, p. 3. ex edit, Camdeni. h Chron. Sax."
93,"B, 800. Brompton, p. 8o1,"
94,Chron. Sax. p. 69.
95,I Ibid. lib. 1. cap. 3.
95,"a Ingulph. p. 7, 8. 10. : "" Chron. Sax. P."
96,"in Italy, Spain, and Gaul, made some atonement for them by other advan-"
96,"tages, which they rendered society. For several ages, they were almost a"
97,"Romans, or, in other words, the ancient natives: and they preserved the"
97,"Roman language and laws, with some remains of the former civility. But"
97,"and almost as ignorant and barbarous as the laity. They contributed, there-"
97,"fore, little to the improvement of the society in knowledge or the arts."
97,"I Bede, lib. 3. cap. 26. 1 Ibid. lib. 5. cap. 273. Epistola Beds"
97,"ad Egbert. Bedee Epist. ad Eghert. † Append. to Bede,"
97,"numb. 10. ex edit, 1722. Spelm, Conc. p. 108, 109. * "" Bede,"
97,lib. 5. cap. 7.
98,"wSee Appendix to Bede, numb. 19. Higden, lib.5 * Eddius"
98,vita Vilfr. 5 24. 60.
99,"Y Bede, lib, 2. cap. 19."
100,"* Bede, lib. 5. cap. 21. Eddius, § 24."
100,"1 20. Eddius 1i. Bede, lib. 5. cap. 16. 22. ; Bede,"
100,"1 cap. 25. Eddlus, § 12. 13 Spell. Conc. vol. 1. p. 168"
100,* Ibid. P. 171.
101,"f Spell. Cone. vol. 1. p. 171, 173, 174."
103,"& Ypod. Neustria, p. 414. h Chron. Sax. p. 64."
104,I Chron. Sax. p. 66. Alur. Beverl. p. 108. k Chron. Sax. p. 72.
104,"I Ibid. Ethelward, lib. 3. cap. 2. * Chron. Sax. p. 71."
105,"a Wm. Malmes. lib, 2. cap. 2. 9 Chron. Sax. p. 73. Ethelward"
105,lib. 3. cap. 3. P Chron. Sax. p. 73. H. Hunung. lib. 5
106,"I Alured Beverl. p. 108. TH. Hunt. lib. 5. Ethelward, lib. 3"
106,"cap 3. Simeon Dunelm, p. 129. s Chron, Sax P. 74 Asserius,"
106,Pr 2
107,"t Asserius, p. 2. Chron. Sax. 76. Hunt. lib. 5. ""A mancus"
107,"was about the weight of our present half crown? See Spelman's Glossary, in"
107,verbo Mancus. ; w W. Malmes. lib. 2 sap 2.
108,"* Asserius, p. 3 W. Malm, lib. 2. cap. 2. Matth, West. p. 1. 8."
109,"Y Padre Paolo, sopra bene fieii ecclesiastici, p. 51, 52. edit. Colon. 1675."
109,"* Spell. Conc. vol. 1. p. 268. Padre Paolo, p. 152."
109,"b Parker, p. 77. I Ingulf. p. 862. Selden's Hist. of tythes, ."
109,"I Afserius, p. 2. Chron. Sax. P. 76. W. Malmes. lib. . a *"
109,"Ethelward, lib. 3. cap. 3. M. West. P 158. Ingulf. p. 17. Ann. Be"
109,yerl p 9S
111,f Asser. p. 6. Chron. Sax. p. 79.
112,& Asser. p. 7. W. Malm. lib. 2. cap. 3. Simeon Dunelm. p. 125. An-
112,"glia Sacra, vol. i. p. 205. h Asser. p. 2. W. Malm. lib. 2. cap."
112,"Ingulf, p. 869. Simeon Dunelm, p. 120. 139."
113,Affer. P. M. West. p. 167. * Asser. p. 7. I 1bid.
113,P. a2. Simeon Dunelm. p. 121.
114,"m Asser. p. 8. Chron. Sar. p. 82. Ethelward, lib. 4. cap. 4."
114,n Chron. Sax. p. 83.
115,"* Asser. P. 8. P Asser. P. 8. The Saxon Chronicle, p. 82. sey"
115,"nine battles, I Asser. p. 9. Alur. Beverl. p. 104."
116,r Chron. Sax. p. 84. Alured Beverl. p. 105. s Asser. p. 9.
116,I Asser. p. 9. M. West. p. 170.
117,"u Chron. Sax. p. 85. W. Malm. lib. 2. cap. 4. Ethelward, lib. 4. cap. 4."
117,"Ingulf, p. 26. Y Asser. p. 10. Chron. Sax. p. 84. Abbas Rieval"
117,F. 395. Alured. Beverl. p. 105.
118,* Asser. p. 10. Y W. Malm. lib. 2. cap. 4. 2 Chron
118,Sax. p. 5. a Asser. p. 10. Chron. Sax. p. 85. Simeon Dunelm.
118,P. 128. Alured. Beverl. p. 105. Abbas Rieval. p. 354.
119,* Chron. Sax. p. 85.
120,* Atrer 10. Chron. Sar. * 9e. A W. Malm. lib. 2. cap. 4.
120,"Ingulf, p. 26. - Asser. p. 11."
121,I Asser. p. 15. Chron. Sax. p. 88. M. West. p. 171. Simeon Dunelm.
121,"p. 131. Brompton, p. 812. Alured Beverl, ex edit. Hearne, p. 106."
121,"& Asser. p. 18, Ingulf, p. 27. h Chron. Sax. p. 92, 93. 1 Spel"
121,"man's lise of Alfred, p. 147. edit. 1709. F Asser. p. 9. M. West. P. 17"
122,"I Affer. P. 11. Chron, Sax. p. 86, 87. M. West. p. 176."
122,Affer. r 19
123,n Chron. Sax. p. 91. o Chron. Sax. p. 93. Flor. Wigorn
123,P. 595. P Chron. Sax. p. 93. q Chron. Sax. p. 92.
123,1 Chron. Sax. p. 93.
124,"s Chron. Sax. p. 96. Flor. Wigorn. p. 596. t Chron, Sax,"
124,Po4 M West. r 178. y M. West. P. 179.
125,"w Chron, Sax. p. 94. * Ibid. M. West. p. 179. Flor. Wigorn"
125,pr59 I Chron. Sax. p. 95. * Ibid. p. 97.
126,* Flor. Wigorn. p. 598. b Asser. p. 21. Chron. Sax. p. 99.
126,* Asser. p. 13.
127,"* Asser, BS"
129,"St. Edw. cap. 20. apud Wilkins, p. 20. t Leg. Edw."
130,"h Faedus Alfred, and Gothurn, apud Wilkins, cap. 3. p. 47. r"
130,"Ethelstani, cap. 2. apud Wilkins, P. 8. LL. Ethelr. S Wilkins, p 117"
130,I Spellman in voce Warpentake. : * Ingulf. p. 870
131,I Asffer. p. 20. m Ihid. p. 18. 21. Flor. Wigorn. p. 594. Ab
131,bas Rieval p * Fior. Wigorn. p. 594 hont or ℣ B
131,"Le Miroir de Justice, chap. * f Affer. p. a 1 Le"
131,"Miroir de Justice,"
132,"1 Ingulf, p. 27. S W. Malmes. lib. 2. cap. 4."
132,* A hyde contained land sufficient to employ one plouth
132,P. 24.
132,See H. Hunt. ib. . in A. D. 1008. Annal. Waverl. in A. D. 1083.
132,Gervase of Tilbury says it commonly contained about 100 acres.
133,"w Asfser. p. 20. W. Malm. lib. 2. cap. 4. Ingulf, p. 870."
133,"* Asser. p. 4. 12, 13. 17. Y W. Malm. lib. 4. cap. 4."
134,". Asser. p. 13. a Spelman, p. 124. Abas. Rieval. p. 355"
134,"W. Malm. iib. 2. cap. 4. Brompton, p. 814. Afser. p. 13"
134,"Flor. Wigorn. p. 548. "" Affer. p. 20. * Ibid. W. Malm."
134,lib. 2. cap. 4. W. Malmes. lib. 2. cap. 4.
135,"& W. Malmes. Iib. 2. cap. 5. Hoveden, p. 421. h Chron. Saxe"
135,11 99 100 I Ibid. p. 100. H. Hunting. lib. 5. p352.
136,k Chron. Sax. p. 100. H. Hunt. lib. 5. p. 352.
136,"p. 10. Chron. Abb. St. Petri de BUIgO, p. 24."
137,"m Chron. Sax. p. 101. Brompton, p. 842. n Chron. Sax. p. 102."
137,"Brompton, E. 8352. Math. West. p. 181. * Chron. Sax. p. 108."
137,Flor. Wigorn. p. 601.
138,"Pp Chron. Sax. p. 110. Hoveden, p. 421,"
138,"cap. 5. Math, West. p. 182. Ingulf, p. 28. Higden, p. 261."
138,"I Chron. Sax, pr 119. Brompton, p. 831. I Page 110."
139,* W. Malmes. lib. 2. cap. 6. Spell. Conc. p. 407
140,"""W Malmes. lib. 2. cap. 6. W Chron. Sax. p. 111. Hoveden,"
140,"P Ja2- H. Hunting lib. 5. P 354. x Hoveden, P. 422"
