Page number,Footnote text
15,"* Their names were, the Earls of Denbigh, Mulgrave, Pembroke, Salisbury, I ords Grey, Fair"
15,"fax, Lord Grey of Groby, Lord Liste, Rolle, St. John, Wilde, Bradshaw, Cromwel, Skippon,"
15,"Pickering, Massam, Haselrig, Harrington, Vane jun. Danvers. Armine Mildmay, Constable,"
15,"Pennington, Wilson, Whitlocke, Martin, Ludlow, Stapleton, Heviningham, Wallop, Hutchinsor"
15,"Bond, Popham, Valentine, Walton, Scot, Purefoy, Jones."
17,* 1646.
20,"† The following instance of extravagance is given by Walker, in his History of Independancy,"
20,"gpart II. p. 152. About this time, there came six soldiers into the jarish church of Walton upon"
22,"* Hisory of Independancy, part II."
28,"* Bumnet, Clarendon"
33,"r Sir Edward Walker's Historical Discourses, p. 159. † Id. p. 160."
33,"1 1d. p. 166, 167. 1§ 1leh p. 170. o leohos II woull W paewihill ate"
34,"* Sir Edward Walker's Historical Discourses, p. 178. † Whitlocke, p.434,408."
35,"* Whitlocke, p. 396, 418."
36,"* Sir Ed. Walker, p. 165. 1 Id. p. 168. 1 Whiuee 449."
37,' Sir Edward Walker.
44,"* Heathe's Chronicle, p. 301. † Whitelocke, p. 523. 1 Scobel, p. 121."
45,"'Dr. John Walker's attempt, p. 147. & seq"
48,"* Whitelocke, p. 496."
49,"I In October 17, 1650."
50,"1† We are told in the life of Sir Harry Vane, that that famous Republican opposed the Dutch war"
50,and that it was the military gentlemen chiefly who supported that measure.
59,"* Conference held at Whitehall,"
60,* See Milton's State papers.
62,"* These are his expressions. ""Indeed, I have but one word more to say to you, tho' in that per-"
62,haps I hall show my weakness : It is by way of encouragement to you in this work ; give me leave
62,"hn ue I confess I never looked to have seen such a day as this, it may be nor you neither,"
62,""" when Jesus Christ should be s owned as he is at this day and in this work. a Jesus. Christ is owned"
62,"this day by your call, xrd you own him by your willingness to appear for him and you manifest"
62,chis aifer a poorY creavies can do) to be a day of the power of Christ. 1 know you well re-
62,"""member that scripture, be makes his people willing in the day of his power. God manifests it to be"
62,"the day of the power of Christ, having thro' so much blood and so much tryal as has been upon"
62,"this natiou, he makes this one of the greatest mercies, next to his own son, to have his people"
62,"casled to the supreme atthority. God hath owned his son, and hath owned you, and hath made"
62,"ny to ewrrhin. I corfess, never looked to have seen such a day: I did not."" I suppose at this"
62,"pestage be cried; For he vas very much given to weeping, and could at any time shed abundance of"
62,"teurs. T he rest of the speech may be seen among Milton's State papers, page 106. It is very curious,"
62,"and full of the same obscunty, confusion, embarassment and absurdity, which appear in almost all Oli"
62,ver's productions.
62,"Whitelocke, P. 543, 548. 1 Conference held at Whitehall."
63,"T Thurloe, Vol. I. p. 273, 591. Also Stubbe, p. 91, 92."
64,"* Thurloe, Vol. I. p. 393."
66,* 3d of June. 1† 29th of July.
67,"* Thurloe, Vol. II. p. 429. TId. Vol. I. p. 616."
67,"* Thurloe, Vol. II. p. 429."
67,† Id. Vol I. p. 616.
69,""" Thurloe, vol. ii. p. 598."
70,"* Thurloe, vol. ii. p. 620."
72,"* Thaurloe, vol. iv. p. 88. Most historians say, that the major-generals were eleven: Dugdale and"
72,"Bates fourteen,"
73,IIn 1648.
76,"* Thurloe, Vol. iii. p. 103, 619, 653. In the treaty, which was signed after long negotiation,"
76,the Protector's name was inserted before the King's in that copy which remained in England. Thur-
76,"loe, Vol. vi. p. 116. See farther, Vol. vii. p. 178."
77,"* See the account of the negotiations with France and Spain by Thurloe, Vol. i. p: 759."
77,"1 He proposed to Sweden a general league and confederacy of all the Protestants. Whiclocke,p"
77,"620. Thurloe, Vol. vii. p. 1. In order to judge of the maxims, by which he conducted his foreign"
77,"politics, see farther Tharloe, Vol. iv. P. 295 p 343, P. 43. Vol. vii. p. 174."
78,"* Thurloe, Vol. i. p. 759. † Id. Ibid. 1Id. Ibid."
78,"§ Id. Ibid. Don Alonzo said, that the Indian trade and the inquisition were his masker's two ey"
78,and the Protector insisted upon the putting out both of them at once.
78,"II Carrington, p 191. Bates."
79,"* Clarendon. † Vita D. Berwici, p. 124."
79,"! I Burchet's Naval History. See also Carte's Collection, Vol. ii. p. 46 1 Thutloe, Vol. yii-"
79,P55.
80,"* Thurloe, Vol. iv. p. 135. World's Mistake in Oliver Cromwel, in the Harl. Miscel. Vol. i."
80,"1 Thurloe, Vol. iv. P. 579, 589."
81,"* Thurloe, Vol. v. p. 433. ; † 20th of April, 1657."
82,"* Clarendon, Life of Dr. Berwick, &c."
85,"* About this time an accident had almost robbed the Protector of his life, and saved his enemies the"
85,aouble of all their machinations Heaving got six fine Friessand coach-horses as a present from the count
85,"of Oldenburg, he anciectoie for his amusement to drive them about Hyde park ; his secretary THloe"
87,"* Tryal of the Regicides. 1 Batee. , Whitlocke, p. 570."
87,"f Thurloe, vol. iv. p.57. I — § Id. vol. vi. p. 557."
98,"* Thurloe, vol. vi. p. 53."
100,"* Bates: See also Thurloe, vol. vii. p. 355, 416."
101,Cowley's Discourses: This passage is altered in some particulars from the original.
106,* Ludlow.
107,"* Carte's Collections, vol. ii. p. 243."
116,"* Gumble's life of Monk, p. 93."
116,† Lord Lansdown's defence of general Monk.
119,* Clarendon.
123,"ster Ouie declaration for a free Parliament on the 11th of F. ebruary, he could mean nothing"
123,but the King's restoration: Yer it was tong before he would open nimself evens to the king Th d
123,claration was within eight days after his arrival in London. Had he ever intended to hate f up him
129,* Sir Philip Warwic.
130,"* Killing no murder. T Thurloe, Vol. i. p. 99."
133,"1 Thurloe, Vol. v. p. 708. § Scobel, p. 419. II Thurloe, Vol. ii. p. 476. Scobel, p.376."
134,"* Thurloe, Vol. vi. p. 425. † Dr. Walker, p. 14. 1† Thurloe, Vol. i. p. 753. 5 Id. Vol. ii."
134,"P. 414.. II Id. Vol. vii. p. 667. † World's Mistake in Oliver Cromwel. ** Whitlocke, p. 208."
134,"†1 1d. p. 378. §5 Journal ad of December, 1652. —sss Id. Ibid. 4 Id. 6th of April, 1659."
134,"* Thurloe, Vol. i. p. 395. Vol. ii. P414. ory Gumble's Lise of Monk. TtE Whitlocke,"
134,P 477.
135,"* Journal, 7th of April, 16559. *† Strafford's Letters, vol. i. p 421, 423, 439 46"
135,"† Strafford's Letters, vol. i. p. 421, 423, 430, 46"
135,"* Journal, 7th of April, 16559."
135,"1 Clarendon. Beritish Empire in America, vol. i. p. 372."
136,"' Neale's Histery of the Puritans, vol. iv. p. 123. + p. 639."
137,P. 633.
155,"* Carte's Answer to the Bystander, p. 79"
160,"* D' Estrades 25th of July, 1661. Mr. Ralph's History, vol i. p. 176."
165,"*""D Estrades, 17th of August, 1662. † Id. 21st of August, 12th of September, 1002. ;"
165,"1 It appears, however, from many of D Estrade's letters, particularly that of the 21st of August,"
165,"1661, that ine 'King might have transfered Dunkirk to the Parliament, who would not have refased"
165,"bear the charges of it, but were unwilling to give money to the King for that purpose. The Wera"
174,"* Temple, vol. ii. p. 42"
