Page number,Footnote text
21,"* Caesar, lib. 4. b Diod. Sie. lib. 4. Mela, lib. 3. cap. 6"
21,"Strabo, lib. 4 ; * Dion Cassius, lib. 75. ; I* Cuesar, lib. 6."
22,"T Ar. f Caesar, lib. 6. Strabo, lib, 4. g Plin."
22,lib. 12. cap. 1.
24,* Tacit. A gr.
27,""" Tacit, Ann. lib. 14. "" Tacit. Agr."
28,* Tacit. Agr.
30,"; See Note [AJ at the end of the Volume,"
30,"* Gildas, Bede, lib. 1. cap. 12. Paoll. Dizcon,"
31,""" Bede, lib. 1. cap, 12."
32,"I Cildas, Bede, lib. 1. Ann. Beverl. p. 45."
32,"* 4 Melmestury, i * Ann."
32,* Chron. Sax. P. 11. Edit. 1692.
33,"Ann. Beverl. p. 45. x Gildas, Bede, lib. 1. cap. 14."
33,"Y Gildas, Usher Ant. Brit. P. 248. 347. * Gildas, Bede, lib. 1."
33,cap. 17. Constant. in vita Germ.
34,"* Gikias, Gul. Malm. p. 8."
35,"S Caesar, lib. 6. Tacit, de Mor. Oerm. * Cassar, lib. & T"
35,"cit, ibid."
36,""" Amm. Marcell. lib. 27."
36,"ap 7 lib. 28. cap. 7. f Will. Malm. p. 8. 8 Bede, is. ."
36,"cap 5. Saxen Chron. p. 13. Nennius, cap. 28."
37,"h Saxon Chronicle, p. 12. Gul. Malm. p. 11. Huntington, lib. 2."
37,"r 309. Ethelwerd. Brompton, p. 728. ! I Chron. Sax. p. 14."
37,Ann. Beverl. p. 49.
38,"*e Bede, lib. 1. c29.75. Nennlus, cap 35. Gildas, § 23."
39,"I Bede, lib. 1. cap. 15. Usher, p. 226. Gildas, § 24."
39,"i Nennius. Galfr. lib. 6. cap. 12. a Nennius, cap. 47. Galfr."
39,"o Stillingfleet's Orig. Britt. p. 324, 325."
40,hh. s Bevert. 78. The inhabitants of Kint m the
40,"Wighs were Jutes. 3 Essex, Midaleser, Surey, Sofite, korir"
40,It o were peoplea by Saxons Mercis i
40,kingdom were inhabited by Angles.
40,ha i hr h v- par's of the
40,I hron. Sax. p. 14. Ann. Beverl. p. 31.
41,1 Saxon Chron. A. D. 485. Flor. Wigorn. S Hen. Huntin.
41,lib. 1 Will. Malm. lib. 1. cap. 1. p. 12. Chron. Sax. p. 15.
42,"rchron S* .H. Hunting. lib. 2. Ethelwerd, in."
42,"hron Sorr I * x Hunting. lib, 2,"
42,Chion. t. Huoue ib. I Slha stn
43,"* Math. West. Huntingdon, lib, 2. a Chron. Sax. p. 19."
43,b Will. Malms. p. 19.
44,"""Ann. Beverl. n. 78. * Gildas. Bede, Iib. 1."
46,""" Milton in Kennet, p. 50."
47,I Chron. Sax. p. 21. * H. Hunting lib. 2.
50,"I Bede, lib, 1. cap. 25. Brompton, p. 7."
51,"k Bede, lib, 2. cap. 1. Spell. Conc. p. 91, I Bede, lib. 1."
