Page number,Footnote text
10,"* Burnet, vol. II. p. 373. † Ibid. p. 374. I Tbid. Heylin, p. 102."
11,"* Camden in Kennet, p. 370. Burnet, vol. II. p. 375. †Father Paul, lib. ."
12,* Strype's Ann. vol. I. p.5
13,""" Burnet, vol. II. p. 377. Camden, P. 370. T† Burnet, vol. II. p. 378. Camden, p. 371."
13,"I Heylin, p. 103. Heylin, p. io4. Surype, vol. I. p. 4. Camden, p. 371."
13,"Heylin, B. 104. ! Strype, vol. I. p. 54. Stowe, p. 635."
14,"Burnet, vol. II. p. 380. Strype, vol. I. p. 29. 1"
15,"* Camden, p. 372. Heylin, p. 107, 108."
15,"1 I n determining heresy, the crown was only limited f that could be called a limitation) to such"
15,"doctrines as had been adjudged herefy, by the authority of the Scripture, by the first ur peneres cor:"
15,"cils. or by any general couneil, which followed the Scripture as their role, or to sich other doctrines"
15,as should hereafter be denominated heresy by the Parliament and convocation. I Eliz. cap.
15,† 1Eliz. cap. 1. This last power was anew granted in the act of uniformity. 1EHz. cap. 2.
16,"* 1Eliz. cap. 2. 1 Strype, vol. I. p. 79. 1 Ibid. p. 95. II 1 Eliz. cap. 2."
18,"* Camden, p. 375. Sir Simon d'Ewes."
18,"† It is thought remarkable by Camden, that tho' this sefsion was the first of the reign, no person"
18,"was attainted; but on the contrary, some restored in blood by the Parliament. A good symptom of"
18,"the lenity, at least of the prudence of the Queen's government."
18,"† Camden, p. 376. Heylin, p. 115. Strype, vol. I. p. 73. with some small variations,"
19,"* Heylin, p. 111. † Burnet, vol II. p. 376. 397. Camden, p. 371. J Camden, p. 378."
19,"Strype, vol. I. P. 150, 370. If Forbes's Full View, vol. I. P. 59."
20,"1 Forbes, vol. I. p. 54. — Ibid. p. . Rymer, tom XV. p. 505"
23,"* Keith, p. 66. Knox, p. 101."
24,"1 The resormers used at that time King Edward's liturgy in Scotland. Forbes, p. 155."
24,"I Keith, p. 66. Knox, p. 101. II Knox, p. 122."
25,"* Knox, par 1 Ibid. * I Keith, p. 78, 81, 82. II Melvil's"
25,"Memoirs, P. 24. Jebb, vol. II. p. 446."
25,"5 Knox, p. 127. We shall suggest afterwards some reasons to suspect, that, perhaps, no express"
25,promise was siven. Calumnies casily arise during times of faction especially those of the religious
25,"Rkind, when men think every art lawfui for promoting their purpose The congregation t thew men"
25,"festo, where they enumerate all the articles of the reger's mal administration, do not reproach her"
25,with this breach of promise. It was probably nothing but a rumour spread abroad 1 cutch the popu-
25,"lace. ; If the papists have sometimes maintained, that no faith was to be kept with heretics ther ad."
25,"versaries seem also to have thought, that no truth ought to be told of idolaters."
26,"* Spotswood, p. 121. Knox, p. 127."
27,"Knox, P. 129. : † Ibid. pi.f Ibid. p. 133. II A contemptuous"
27,"term for a priest. 5 Keith, P. 85 6, 87. Knox, p. 134"
29,"* Keith, p. 89. Knox, p. 138."
29,"1 Knox, p. 155, 154 55 t This author pretends that this article was agreed to verbally, but that"
29,"the Queen's seribes omitted it in the treaty which was signed. This ftory is very. xnlikely, or"
30,"rather very absurd and in the meantime it is allowed, that the article is not in the treaty: Nor¬"
30,"the congregation in their subsequent manifesto insist upon it. Knox, p. 1S4."
30,"porwood, p4. 1T huan. lib XXIV. c. o † Forbes, vol. I. p. 139. Thuan. lib"
30,XXIV. e.13.
31,"1 The Scotch lords in their declaration say, ""How far we have sought support of England, or of"
31,"y other prince, and what just cause we had and have so to do, we shall shortly make manifest"
31,"unto the world, to the praise of God's holy name, and to the confusion of all those that slander us"
31,""" for so doing: For this we fear not to confess, that, as in this enterprize against the devil, against"
31,""" sidolatry and the maintainers of the same, we chiefly and only seek God's glory to be notified unt"
31,"men, in to be punished, and virtue to be maintained; so where power faileth of ourselves, we wil"
31,"seek it, wheresoever God shall offer the same."" Knox, p. 176."
31,"* Forbes, vol. I. p. 134, 136, 149, 150, 159, 165, 181, 1944 229, 231, 235241, 25"
32,"1 Forbes, vol. I. P.387. Jebb, vol. I. p. 448. Keith, append. 4 1 Forbes, vol. I"
32,"P 454 460. * Spotswood, p. 146. † Knox, p. ar7. Haynes's State Papers, vol."
32,"B 153. Rymer, tom. XV. p. 569."
33,"* Haynes, vol. I. p. 256, 259. † Ibid. p. 223. † Rymer, vol. XV. p. 593. Keith,"
33,"p. 137. Spotswood, p. 147. Knox, p 229."
34,"* Forbes, vol. I. p. 354, 372. Jebb, or P45* 1 Knox, P.237, 238. I Ibid."
34,p. 254.
37,"* Forbes, vol I. p. 214. Throcemorton, about this time, unwilling to entrust to letters the great"
37,"secrets committed to him, obtained leave, under some pretext, to come over to London."
38,"* Goodall, vol. I. p. 175."
39,"* Caballa, p. 374. Spotswood, p. 177. † Keith, p. 179. Jebb, vol. II. p. 483."
40,"Buchan. lib. xvii. c. 9. Spotswood, p. 178, 179. Keith, p. 180. Thuan. lib. xxix. . 2"
41,"† Knox, p 287. * Ibhid. p. 284, 285, 287. Spotswood, p. 7 I Sewis, PPS"
41,"1 ibid. p. 202. I IDid. p. 189. 5 1bid p. 192. KnoY, p. 292. Buchan."
41,"iib. xvii. *. 29. Haynes, vol. I. p 372. i1 Keith, p. 202."
42,"fI Knox, p. 311, 312. * Ibid. p. 310. † Ibid. p. 288. 1 Ibid. p. 525."
43,"* Xnox, P. 332 333. I Ibid. P. 322. I Ibid. P. 339. I Ibid. P294"
44,""" Knox, p. 302, 303, 304. Keith, p. 509. † Kr"
45,"* Knox, p. 336, 342. † Keith, p. 202."
46,"* Knox, p. 296. Keith, p. 210. I Jebb, vol. II. p. 456."
47,"* Buchanan, lib. XVII. c. 14—17. Camden, p.385. Spotswood, p. 180, 181."
48,"Frou ood 2 *or † Haynes, vol. I. p. 377. I Camden, p. 388. Strype,"
48,"vol. I. p. 230, 336, 337"
49,"* Hayres, vol. I. P.233."
50,"* Haynes, vol. I. p. 369. 378, 396. Camden, p. 389. Heylin, p. 154"
51,"II Strype, vol. I. p. 333. Heylin, p. 154."
52,"* Thuanus, lib. wxiii. cap. 14"
53,"Digges' Compleat ambassador, p. 369. Haynes, p. 585. Strype, vol. IV. Ne246."
53,"1 Haynes, vol. I. p. 280, 281, 283, 284."
54,"† Davila, lib. s. Ibid. lib. ii. * Father Paul, lib. vii. † 1bid."
55,"† Father Paul, lib. vii. Haynes, p 391. II Forbes, vol. II. p. 48. * lbid"
55,"P. 14, 257."
56,"T Forbes, vol. II. p. 199. 1 Ibid. p. 161. II Ibid. p. 230. Davila, lib. iii."
57,"* Forbes, vol. II. p. 322, 347. † Sir Simon Dewes's Journ. p. 81"
58,"* Keith, p. 322."
59,"' Sir Simon D' Ewes's Journal, p.75. † 5 Eliz. c. 1. I Strype, vol. I. p. 260."
59,I 5 Eliz. c. is. Ibid. c.16.
60,"* Forbes, vol. II. † Ibid. p. 27, 277."
61,"* Forbes, vol II. p. 795. † sbid. p. 158. 1 Ibid p. 357,498. † Ibid. p. 450, 458."
62,""" Daila, lib. 3 * Keith, p. 252. § Ibid. p.255. I Haynes, p.388."
63,"* Forbes, vol II. p. 287. SHyPe, vol. I. p. 400. † Keith, p. 247, 284. 1 Melvil, p. 41."
63,"II Keith, p. 243, 249, 259, 265."
