Page number,Footnote text
25,"a This year, on the 25th of March, died Henry Cromwel, second son of"
25,"the protector, in the 47th year of his age. He had lived unmolested in a pri-"
25,"vate station, ever since the king's restoration, which he rather favoured than"
25,"epposed,"
34,"Welwood, Burnet, Coke."
45,"* Temple's Memoirs, vol. i. p. 458."
46,"f Such as the letters, which passed betw ixt Danby and Montague, the king's"
46,"ambassador at Paris; Temple's Memoirs, and his Letters. In these last, e"
46,see that the king never made any proposals of terms but what were advanta-
46,"geous to France, and the prince of Orange believed them to have always been"
46,concerted with the French ambassador. Vol. i. p. 439.
46,"In Sir John Dalrymple's Appendix, p. 107, it appears, that the king had"
46,"France, and had obtained a pension on the promise of his neutrality A fact,"
46,"which renders his royal word, solemnly given to his subjects, one of the mos"
46,"dishonourable and most scandalous acts, that ever proceeded from a throne."
53,"& Temple, vol. i. p. 461."
55,"a To wit, 3000 men for Scotland, and the usual guards and garrisons in"
55,"England, amounting to near 5000 men. Sir J. Dalrymple's App. p. 161."
64,"he T9th of October, 1669."
66,"I 28th of July, 1670."
74,Burnet.
79,* Oates's narrative.
83,": Eenet, Echard, North, L'Etrange, &c. * Burnet, North."
83,"? North. I. Burnet, North, Trials."
88,"* North, p. 206."
89,""" North, p. 205."
91,"imbursing the charges of his naval armament, and for paying the princess of"
91,Orange's portion.
92,""" North, p. 207."
99,""" North's Examen. p. 186. * Burnet, yol. i. p. 437."
101,a Appendix to Sir John Dalrymple's Memoirs
104,Y 3d of December.
111,"a In 1566 the spealer said to Q Elizabeth, that without her llow"
111,"ance the election of the house was of no significance. D'E wex's joutmal,"
111,"P 97. In the porliament 1592, 1593. the speaker, who was Sir Eiwgre"
111,"Colke. advances a like position. D'Ees, p. 4 59. Townshend, p. So"
111,Ahat this pretension of the commons seems to have been some what new; like
111,many of their other powers and privileges.
128,""" Wodrow's History of the sufferings of the church of Scotland, vol. ii"
128,r. 28.
134,""" Temple, vol, i. p. 335."
135,"f Temple, vol. i. p. 449."
135,"h Vol. i, p. 342."
172,"I College's trial,"
179,k See captain Wilkinson's narrative
184,"I Burnet, yol. i. p. 522."
186,""" Burnet, vol. i. p. 583. Wodrow, vol. ii. p. 169. This last author"
186,"who is much the better authority, mentions only one instance, that of Spreul"
