Page number,Footnote text
16,* Rush. vol. vi. p. 560.
17,"* Rush, vol. vi. p. 559. *"" Idem, p. 566. 574, 575."
18,"* Rush. yol, vi. p. 550. * Dugdale, p 119. Rush, yol. vi. p. 748"
19,"f Clarendon, vol, iii. P. 442. Rush. vol. vi. I 566. Whitlocke, p. 77."
20,"g Clarendon, vol. iii. p. 444. Rush. vol. vi. p. 569, 570. Whitlocke,"
20,"P. 94. Clarendon, vol. iii. p. 449. Whitlocke, p. 79"
20,I Ibid. p. 66.
21,"* Journ. 13th of February, 1643. I Rush, vol. vi. p. 299."
21,* Ibid. p. 301
22,"I Rush. vol. vi. p. 615. Idem, ibid p. 618. P Idem,"
22,jpid. p. 6aa. 17 29th of March
23,† Rush. vol. vi. p. 306. 8 21st of March. † Rush. vol. vi. p. 621.
24,"u Rush, vol. vi. p. 321."
25,"w Life of the D. of Newcastle, P. 40. * Clarendon, vol. v."
25,"P. 55. Y Rush. part 3. vol, ii. p. 633."
26,"* Rush. yol. vi. p. 633. Whitlocke, p. 89."
27,"a cClarendon, vol. v. p. 507, 508. See Warwick."
28,"I Clarendon, yol. v. p. 511. "" Rush. vol. vi. p. 648."
28,"I Whitlocke, p. 88. * Rush. vol. vi. p. 641."
29,g 3d of June.
30,"h Rush. vol. vi. p. 676. Clarendon, vol. v. p. 497. Sir Ed. Walker"
30,"p. 31. I Rush. vol. vi. p. 699, &c. Whitlocke, p. 98. Clare"
30,"on, vol. v. P. 524, 515. Sir Edw. Wasker, p. 69, 70, &c."
31,"k Rush, vol. vi. p. 721, &c."
36,"Clarendon, vol, v. P. 561. Idem, ibid. p. 562."
37,"* Clarendon, vol. v. p. 562. P Idem, ibid. p. 565."
38,"I Roshworth, vol. vi. p. 364"
41,"1 Whitlocke, p. 114, 115. Rush, vol. vii. p. 6."
42,""" Rush. vol. vii. p. 8. 15. t Whitlocke, p. 118. Rush. vol. vii."
42,"P. 7. Whitlocke, P. 133."
43,"* Clarendon, vol, v. p. 629, 630. Whitlocke, P. 141."
44,"* 4th of July, 1644. Y Sth of Sept. 1644. a Dugdale,"
44,"p 737. Rush. vol. vi. p. 850. a Whitlocke, p. 110."
45,"""His werds are,"
45,"""As for my calling those at London a parliament, I shall refer thee to Digby"
45,"""for particular satisfaction; this in general; If there had been but two"
45,"""besides myself, of my opinion, I had not done it; and the argument, that"
45,"""prevailed with me was, that the calling did no ways acknowledge them to"
