Page number,Footnote text
19,"* Walsing. p. 150. ? Rymet, yel. vii. p. 161."
20,* See note [A] at the end of the volime.
21,"* Rymer, vol. vii. p. 190. e Walsing. p. 299."
22,"I. Frojssard, liv 2. chap. 50, 51. Walfing. p. 23"
23,"8 Liv. 2. chop. 74. h Froissard, liv. 2. chap. 74. Walsingh am"
23,Pp. 275.
23,I There were two verses at that time in the mouths of all the common
23,"people, which, in spite of prejudice, one cannot but regard with some degree"
23,of approbation:
23,"When Adam delv'd and Eve span,"
23,Where was then the gentleman?
25,"I Froissard, liv. 2. chap. "" m Ibid. chap. 75. "" Ibid."
25,"chae. 76. Walsingham, P. 248, 249. Froisfard, liv. 2. chap,"
25,"? Walsingham, r 259 251."
26,"* Froissard, vol. ii. chap. 77. Walsingham, p. 252. Knyghton, p. 2637."
27,": Walsingham, p. 267. § 5 Rich. II. cap. ult. as quoted in the"
27,"observations on ancient statutes, p. 262. I Walsingham, P265."
29,"Froissard, liv. 2. chap. 119, 150, &c. liv. 3. chap. 52. Wi lsingham,"
29,"316, 317. Y Firoisfard, liv. 3. chap. 41, 53. Wa fingham"
29,"P. 322,523."
30,"* Cotton, p. 31e, 311. Cox's Hist. of Ireland, p. 129. Walsingham,"
30,"P. 324. Y Walsingham, p. 328."
32,1 he end of the volume. a Cotton P. 315.
32,"* It is probable that the earl of Suffolle was not rich, nor able to sopport"
32,"the dignity without the bounty of the crown For his fathef, Michael ul"
32,"Pole, though a ereat merchant, had been ruined by lending monry to the"
32,"Hate king. Sce Cotton, p. 194. We may remark that the dulers of GOls"
32,"cester and York, though vasty rich, received at the same thne eah . ie"
32,"* Omre povnas a year, to sepport their dignity. Rymer, a n"
32,"Cotton, p. 310."
33,"* Cotton7. 315. I Knyghton, p. 2686, Statutes at large Rich."
33,"II. chap i. - Cotton †. gt,"
33,
34,"I In the preamble to 5 Henry IV. cap. vii, it is implied, that the sheriff"
34,"In * Jstrter appointed the membert of the house of communt, not anly i"
34,"this perliament, but in many others,"
35,"& Knyghton, p. 2694. Ypod. Neust. p. 541"
