Page number,Footnote text
12,": Banet, yol. I p ar † I peor I Ibid. Hreysin, p. 10s."
13,"* Camden in Kennet, p. 370. Burnet, vol. II. p. 375. † Father Paul, lib. v."
14,* Strype's Ann. vol. I. p. 5
15,"* Burnet, vol. II. p. 377. Camden, p. 370. 1† Burnet, vol. II. p. 378. Camden, p. 3v."
15,"1 Heylin, p. 103. * § Heylin, p. io4 Strype, vol. I. p 41. - Camden, p. 31."
15,"eylin, p. 104. 1 Strype, vol. I. p. 54. Stowe, p. 635."
16,"† Burnet, vol. II. p.380. Strype, vol. I. p. 29. HIE ar's"
18,"Fliz. cap. 2. † Suype, vol I. p79. ia pys II 1 Eliz. cap. 2."
19,* The Parliament also granted the Queen the duties of tonnage and poundage; but this concession was
19,"at that time regarded only as a matter of form, and she had levied these duties before they were voted"
19,"by the Parliament : But there was another exertion of power, which she practised, and which people,"
19,"in this age, from their ignorance of the antient constitution, may be apt to think a little extraordinary"
19,"Her sister, after the commencement of the war with France, had, from her own authority, imposed"
19,"four mariks on each ton of wine imported, and had encreased the poundage a third on all commodities."
19,"Queen Elizabeth continued these impositions as long as she thought convenient. The Parliament, who"
19,"had so good an opportunity of restraining these arbitrary taxes, when they voted the tonnage and"
19,"poundage, thought proper not to make any mention of them. T. hey knew, that the sovereign, during"
19,"that age, pretended to have the sole regulation of foreign trade, and that their intermed ling with that"
19,"prerogative would have drawn on them the severest reproof, if not chastisement. See Forbes, vol. I."
19,"p 32, 133. We know certainly from the statutes and journals, that no such impositions were granted"
20,"* Camden, p. 375. Sir Simon d'Ewes."
20,"† It is thought remarkable by Camden, that tho' this sefsion was the first of the reign, no persor"
20,"4 attainted; tut on the contrary, some restored in blood by the Parliament. A good symptom of"
20,"the lenity, at leat of the prudence of the Queen's government."
20,"'T Camden, p.576. Heylin, p. 115. Strype, Vol. I. P. 75. with some small variations."
21,"* Heylin, p. 111. † Burnet, vol. II. p. 376. 397. Camden, p. 371. † Camden, p. 378."
21,"Strype, vol. I. P. 150, 379. Forbes's Full View, vol. I. p. 59."
22,"I Forbes, vol. I. p. 54. II Ibid. p. 68. Rymer, tom XV. P.505."
25,""" Keith, p. 66. Knox, p. 101."
26,"The reformers used at that time King Edward's liturgy in Scotland. Forbes, p. 155."
26,"Keim, p. 66. Knox, p. 101. i Knox, p. 122."
27,"* Knox, p. 121. † Ibid. p. 123. T† Keith, p. 78, 81, 82. II Melvil's"
27,"Memoirs, p.24. Jebb, vol. II. p. 446. : nio"
27,"5 Knox, p. I 7. We shall suggest afterwards some reasons to suspect, that, perhaps, no express"
27,"promise was tiven. Calumnies casily arise during times of faction, especially those of the religious"
27,"kind, when men think every art lawfui for promoting their purpose. The congregation in their mani-"
27,"ferto, where they enumerate all the articles of the regent's mal administration, do not reproach her"
27,witie this breach of promise. It was probably nothing but a rumour spread abroad to catch the popu-
27,"Jace. If the papists have sometimes maintained, that no faith was to be kept with heretics, their ad-"
27,"versaries seem also to have thought, that no truth ought to be told of idolaters."
28,"* Spotswood, p. 121. Knox, p. 127."
29,"* Knox, P.129. Ibid. iir 1 Ibid. P. 133. II A contemptuous"
29,"term for a priest. 5 Keith, pP. 85 56, 87. Knox, p. 14"
31,"* Keith, p. 89. Knox, P. 138."
31,"Knox, p. 153, 154 55. This author pretends that this article was agreed to verbally, but that"
31,"the Queen's scribes omitted it in the treaty which was signed. This story is very unlikely, or"
32,"rather very absurd; and in the meantime it is allowed, that the article is not in the treaty: Nor do"
32,"the congregation in their subsequent manifesto insist upon it. Knox, p. 184."
32,"* Spotswood, P.-134. Thuan. lib XXIV. c. 10. 141 Forbes, vol. I. P. 139. Thuan. lb"
32,XXIV. c. 13.
33,"1 The Scotch lords in their declaration say, ""How far we have sought support of England, or of"
33,"any other prince, and what just cause we had and have so to do, we shall shortly make manifest"
33,""" unto the world, to the praise of God's holy name, and to the confusion of all those that slander us"
33,""" for so doing: For this we fear not to confess, that, as in this enterprize against the devil, against"
33,"""idolatry and the maintainers of the same, we chiefly and only seek God's glory to be notisied unto"
33,""" fien, sin to be punished, and virtue to be maintained; so where power faileth of ourselves, we will"
33,"seek it, wheresoever God shall offer the same."" Knox, p. 176."
33,"* Forbes, vol. I. p. 134, 136, 149, 150, 159, 165, 181, 194 229, 231, 235—241, 253."
34,"† Forbes, vol. I. p. 387. Jebb, vol. I. p. 448. Keith, append. 24"
34,"p 454 460. *1* Spotswood, P.146. —+ Knox, p. 217. Haynes's State Papers, vol. I."
