Page number,Footnote text
14,"* Rymer, tom. vii. p. 849 Coke's Inst. 4 Inst part i. p. 37."
15,"* Bacon in Kennet's compleat History, P. 579"
17,"Hacon, p. 579. Polydore Virgil, P. 565."
18,""" Polydore Virgil, p. 567."
19,"* Bacon, p. 581. † Rot. Parl. 1 Hen. VII. n. 2, 3, 415, 17, 26—65. 7 Bacon, p. 581"
20,"* Bacon, p. 581."
22,"* Bacon, p. 582."
23,"* Polydore Virgil, p. 569."
24,"* Bacon, p. 583. 1 Polydore Virgil, p. 569, 570."
25,"* Polydore Virgil, p. 570."
26,"* Bacon, p. 583. Polydore Virgil, p. 571."
27,"Folydore Virgil, p. 572, 573."
28,"* Bacon, p. 586. Pol. Virg. p. 574"
31,* lolyd. Virg. p. 575.
34,"* Bacon, p.589."
37,"I Hist. de Bretagne, Liv. 2 † 9th November, 1487."
37,"† Polydore Virasl, †. 570, says that chis imposition was a capitntion t i other historians sa"
37,it was a tax of two shillings son thepound.
38,"* Bacon, p. 595 † Du Tillet, Recueil des Traitez"
42,"* Rymer, Vol. XII. p. 446. Bacon says that the benevolence was levied with consent of parlia-"
42,"ment, which is a mistake"
43,"* Bacon, p. 601."
45,"* Bacon, p. 605. Pol. Virg. p.586"
46,"* Bacon, p. 606. † Polyd. Virg. p. 58"
48,"* Bacon, p. 608"
50,"* Polydore Virgil, p. 592. T† Bacon, p. 611. Polyd. Virg. p. 593"
52,"* Polydore Virgil, p. 595."
53,"* Sir John Davis, p. 235."
55,""" Bacon, p. 615. Pol. Virg. P. 596, 597."
56,"* Polydore Virgil, p. 598."
59,"* Polydore Virgil, p. 601."
60,""" Polydore Virgil, p. 603."
62,"* Polydore Virgil, p. 606."
67,"* Bacon, 629, 30. Hollingshed, p504. Polyd. Virg. p. O13, O15"
71,"* EBacon, p. 633. ; † Rymer, vo'. xiii. p. 142."
73,* Rot. Parl. 3 H. 7. n. 7 ; ; † 1H. 7. cap. 1.
74,* I H. 7. cap. 12. THH. 7. cap. 2. 14H. 7. cap. 13. SIIH. 7. cap. 15
74,* 3H. 7. cap. 13. H 3 H. 7. cap. 1. &1.
74,IIH. 7. cap. 24. 19 H. 7. cap. 3.
74,H. 7. cap. 3. 19. H. 1. cap. 14. I H. . cap. 12. 1H. 7. cap. 5.
76,"§7H. 7. cap. S. "" Polyd. Virg. 14 H. 7. cap. 23. 13 H. 7. cap. 8."
76,"V H. 7. cap. 13. I HI. 7, cap. 12. . ** 4 H. 7. cap. . † 4 H. 7. cap.o."
76,t1 H. 7. cap. 22. S5 4H. 7. cap. 9.
77,* I1H. 7. cap. 22. + 7H. 7. cap. 17. JIIH. 7. cap. 1T. § 12 H. 7. cap. I.
77,I4 H. 7. cap. 19. * 19 H. 7. cap. 7. †1 19 H. 7. cap. . † 19 H. 7. cap. 18.
77,12 H. 7. cap. 6.
79,"* Rymer, vol. xiii. p.37. † Stowe, P. 484."
82,"* T. Mori, Lucubr. p. 182. † Father Paul, lib. 1."
82,"Herbert, Stowe, p. 486. Hollingshed, p. 799. * s Lord Hobert."
83,"1 Lord Herbert. * Herbert, Stowe, p. 486. Hollingshed, p. 9 Pol. Virg lib. 27."
86,I In 1508.
87,"* Guicciardini, lib. 8. Bembo."
88,"* Seissel. hist. Louis XII. St. Gelais, Guicciard. lib. . † Buonacorsi, Petrus de Angleria,"
88,"epit. 418. † Guicciard lib. 8. Petrus de Angleris. Bembo,"
89,"* Guicciard. lib. 8. † Spelman, Concil. vol. ii. p. 725. †aobe du Tos, oire"
89,la Ligue de Cambray.
90,"* Guicciardini, lib. 10, ; † Guicciardini, lib. 9."
91,"; Guicciard. lib 11 P. Daniel, vol II. p. 1893. Herbert. Hollingshed, p. 831."
91,"1 Herbert. Hollirgshed, p. 811."
92,"* Herbert. Hollingshed, p. 813."
93,"Or rather Porsmauget, according to P. Daniel's conjecture, vol. II. p. 1901. Hence the English"
93,seamen called him Sir Pierce Morgan.
93,"I Polydore Virg. lib. 27. Stowe, P. 490. Lanquet's epitome of chronicles, fol. 273."
94,"* Guicciard. lib. 10. † Father Paul, lib. 1. — 4th of November, 1512.8 Stowe"
95,"* Polydore Virgil, lib. 27. 1† Stowe, p. 489. Hollingshed, p. 811. † Buchannan, lib. 13."
95,Drummond in the life of James IV.
96,"* Stowe poor Cavendish, Fiddes's life of Wolsey. Stowe."
97,"Antiq. Brit. Ecles. p. 309. Polydore Virgil, lib. a7. † Cavendish, p. 12. Stows 49"
99,"* It was a maxim of Howard's, that no admiral was good for any thing, that was not brave even"
99,to a degree of madness. As the sea service requires much less plan and contrivance and capacity than
99,"the land, this maxim has great plausibility and appearance of truth; Though the fate of Howare"
99,himself may serve as a proof that even there courage ought to be tempered with discretio
99,"1 Stowe, P. 491. Hesbert, Hollingshed, p. 816."
100,"* Polydore Virgil, lib. 27. Belcarius, lib. 14"
101,"* Hist. de Chev. Bayard, ch. 57. Memoires de Bellai."
101,"Memoires de Beliai, iiv. 1.. Poly dore Virgll, iib. 27. Hollingshed, p 822. Herberf."
102,"1† Memoires du mareschal de Fleuranges Beliarius, lib. 14 * Memoires de Fleuranges."
103,"† Strype's Memorials, vol. 1. p. 5 6. † Guicciardini."
104,"* Buchannan, lib. 13. Drummond, Herbert. Polydore Virgil, lib. 27. Stowe, p. 493. Paullus"
104,"Jovias. 1 Buchannan, lib. 13. Herbert."
106,"* Petrus de Angleria, Epis. 545, 546."
107,lillet. 1† Brantome Eloge de Louis XII.
108,"* Pefrus de Angleria, Epist. 544."
109,Erasm. Epist. lib. 2. epist. 1. lib. 16. epist. 3.
109,"k Polydore Virgil, lib. 27. Stowe, p. 501. Hollingshed, P. 847"
110,"' Polydore Virgil, lib. 22. FT Sir Thomas More. Stowe, p. 504"
110,"† Erasm. lib. 2. epist. 1. Cavendish, Hall."
111,"* Buchanan, lib. 14. Drummond. Herbert."
112,"* Buchannan, lib. 14. Drummond."
113,"* Buchannan, lib. 14. Pitscottie."
114,1 gei Sa oi arotma lib. t?. Histoire de la Ligue de Cambray.
114,"I Guicciardini, lib. 12. Paullus Jovius."
115,"I Pere Daniel, vol. iii. p. 31. * Polydore Virgil, lib. 27"
116,"† Petrus de Angleria, epist. 568. Guicciardini, lib. 12."
117,"* Servel de Traites par Leonard, tom. 2. † Polydore Virgil, lib. 27."
118,"* Memoires du Bellay, liv. 1."
119,"† TPol, dore Virgil, lib. 27"
121,"? Belcario, lib. 16. Guicciardini, lib. 13."
122,"I Polydore Virgil, hb. 27."
123,"* Polydore Virgil, lib. 27. Herbert. Hollingshed, p. 855."
124,"our e e e re An angel was then estimated at seven shillings, or near twelve"
124,of our peeset money. 1 Memoires de Fleuranges.
126,"* Polydore Virgil. Hall. † Vera, hist. de Char. V. I Memoires de Bellay, lib. ."
127,"* Herbert. Hall. Stowe, 513. Hollingshed, p. 862."
