Page number,Footnote text
19,"a Kennet, p. 662."
20,"lson, in Kennet, p. 665. * Ibid. p. 662."
21,""" Kennet, p. 663."
23,"* Sully's Memoirs. f La Boderie, vol. i. p. 120."
23,"Winwood, vol. ii. p.55."
24,"h Sully's Memoirs,"
25,"I State Trials, p. 180. 2d edit. Winwood, vol. ii. p. 8, 11. k No-"
25,"yenber i I December S. n December 9 * Winwood,"
25,"vol, ii. p. 11."
26,"* State Trials, 1st edit. p. 176, 177, 1842."
27,"P Fuller, book 10. Collier, vol ii, p. 672."
28,"I James ventured to say in his Basilicon Doron, published while he was"
28,"in Scotland: ""1 protest before the great God, ani snee I am here 2s ppn"
28,"my Testament, it is no place for me to lie in, that ye shall never nd with"
28,"any Highland or Borderer Thieves, greater ingratitude and more lies and vile"
28,"perjuries, than with these fanatic spirits: And suffer not the pincipal of"
28,"them to brook your land."" K. James's Works, p. 161"
29,"I Fuller's Ecclesiast, History. s Kennet, p. 665."
30,"t Fuller's Ecclesiast. History. "" K. James's Works, p. 484, 485, &c."
30,"Journ. 22d March, 1603. Kennet, i 668."
31,"* K. James's Works, p. 495, 496. Y Journ. January 19, 1580."
32,"* Journ, March 18, 1580. See farther D'Ewes, p. 430"
33,"* D'Ewes, p. 397. b 39 H. 6. e Journ. Feb. 8, 1580"
33,"I In a subsequent parliament, that of the 35th of the queen, iho commons"
33,"after great debate, expresly voted, that a person outlawed might be clected."
33,"D'Ewes, p. 518. But as the matter had been much contested, the king"
33,"sion of more weight than theirs. We may also suppose, that he was not"
33,acquainted with this vote. Queen Elizabeth in her speech to her last parlia-
34,"ment complained of their admitting outlaws, and represents that conduct of"
34,the house as a great abuse.
34,"e Jan. 11, 1604. Rymer, tom. xvi. p. 561."
34,"f The duke of Sully tells us, that it was a maxim of James, that no prinee"
34,in the first year of his reign should begin any considerable undertaking. A
34,"maxim Nery reasonable in itself, and very suitable to his cautious, not to say,"
34,"timid character. The facility, with which he departed from this pretension,"
34,"is another proof, that his meaning was innocent. But had the privileges of"
34,"parliament been at that time exactly ascertained, or royal power fully limit-"
34,"ed, could such an imagination ever have been entertained by him as to think,"
34,that his proclamations could regulate parliamentary elections
34,"* Winwood, vol, ii. p. 18, 19."
35,"mote TA] at the end of the volume. Camden in Kennet, p.75"
35,"* Journ. 29th March, 5th April, 1604."
36,"Journ. 30th March, 1604. Id. ibid. P Id. ibid. I Set"
36,"note [B] at the end of the volume. I Journ, 6th and 7th May, 1604."
39,Id. ibid.
40,"* remonstrance from the Trinity house, in 1602, says, that in a litt"
40,"ere ewelve. years, after 588, the shipping and psnibeer of geumen im Eng"
40,"e arwut * third. Anclesey's ha eY future state of Enchad, p2."
40,i Sir Jolius Caeser's collections. See Jorm ar M
40,"* Joura. 1 June, 1604. 7 Journ. 30 April, 1604."
41,"Journ. 21 April, 1 May, 1604. Parliamentary History, vol. v. p. 91."
41,"a Journ. 1 June, 1604. Kennet, p. 73"
42,b Parliamentary Hist. vol. v. p. 108.
43,"""Journ. 26 June, 1604. oI La Boderie, the French ambassador"
43,"ays, that the house of commons was composed mostly of puritans, Vol. i."
43,"p. 81. * FParliamentary History, vol. v. p. 98, 59, 109. 1"" Se."
43,"note [DJ at the end of the volume. 35 Rymer, tom. xvl. p. 585, &c."
44,"h Winwood, vol. ii. p. 27, 330, et alibi. In this respect James's peace"
44,"was more honourable than that which Henry IV. himself made with Spain,"
44,That prince stipulated not to assist the Dutch; and the suprliz. which e
44,"secretly sent them, were in direct contravention ton Ticts s † 231 of"
44,"Tune, 1603. te * Grotii Annal. lib. 2. 4 See proelemation"
44,"during the firs seven years of K. James. Winwood, vol. ii. p. 65."
45,"m Memoirs de la Boderie, vol. i. p. 64, 181. 195, 217, 302. yol. ii."
45,"P 244, 278."
46,"State Trials, vol. ii. p. 201, 202, 203. Winwoo"
50,"K. James's Works, p. 227."
51,"TK. James's Works, p. 229. * Id. Ibid."
51,I Ibid. r. 230.
52,"a Winwood, vol. ii. p. 173. NK. James's Works, p. 231."
52,"See note [E] at the end of the volume. * State THials, vol. i. p. 199"
52,"Discourse of the manner, &c P. 69, 70."
53,"I Winwoot, vol. ii. p. 00. Id. Ibid. o State Trials,"
53,yol. i. p. 201. * I Athen. Or. vol. ii. fol 354.
53,"* Digby, after his condempation, said in a letter to his wife: ""Now for"
53,"my intention, let me tell you, that if I had thought there had been the"
53,""" least sin in the plot, I would not have been of it for all the world; and no"
53,"""other cause drew me, to hazord my fortune and life, but zeal to God's"
53,""" religion."" He expresses his surprize to hear that any catholies had con"
53,"demaed it. Dighy's pagers, published by secretary Coventry."
54,"& K. James's Works, p. 503, 504."
54,"h The Parliament, this seffion, passed an tet obliging every * te tixe"
54,he wath of allegianee i a very moderate test sfince it decided no controverted
54,"points between the two religions, and ouly engaged the persons vho toge e"
54,"o * the pope's power of dethroning kings. See K. Jinets orke,"
54,p. 250.
56,"* Journ 20 May, 1606."
56,"Ieurn- Apuil, 160. a* Kennet, 3. 6."
56,K. James's works 2P. 509.
57,"o The commons were even so averse to the union, that they had com-"
57,"phiined in the former session to the lords of the bishop of Bristol, for writing"
57,* boui in favour of ji; and the prelate was obliged to make fubmissions for
57,this offence. The erime imputed to him seems to have consisted in his treat-
57,"ine or; subject, hich lay befors the parliament. So little nothon had hey"
57,"*e general liberty I See Pas siamentary History, vol, V. 7. 108 1ee"
58,"? Bacon's Works, vol. iv. p. 190, 191. Edit. 1730"
59,"Journ. 26 February, 4,7 March, 1606. 2 May, 17 June, 1607"
59,"Journ. 16, 17 June, 1607. * Journ.25 Feb. 1606."
60,"* lourn; July, 1607."
61,* The plan of accommodation which James recommended is found in
61,"Winwoou, vel. ii 15 s0 ; and is the same that was tecommended or"
62,"Henry, as we learn from Jeanin, tom. ili. p. 416, 417. It had long been"
62,"imagined by historians from Jeanin's authority, that James had declared"
62,the courp of Spain that he would not support the Dutch in their pretensions
62,to liberty and independance. But it has since been diseovered by Winwood'
62,"Memorials, vol. ii. P. 456, 4566, 469, 475, 476, that that repout was sounded"
62,on a lie of president Richardot's.
62,": y Winwood, and Jeanin, passim. * Journ. 17 Feb 1609. Kennet"
63,"Besides the great alienation of the crown-lands, the fee-farm rents never"
63,"encreased, and the other lands were let on long leases and at a great under-"
63,"value, little or nothing above the old rent."
67,"See also Sir John Davis's question concerning impositions, a 127, 128."
67,I Sir John Davis's question concerning impositions. * Journ.
67,"23d May, 1610."
68,f Parliament. Hist. vol. 1. p. 241. t See note [F] at the end of
68,"the volume. Parlament. Hist, vol. v. p. 250. ! Journ."
68,"21 May, 1624."
69,"Journ. ad, 11th December; 5th March, 1806."
71,""" said he would acquaint us with a pleasant conceit of his majesty. As"
71,"""concerning the number of ninescore thousand pounds, which was our"
71,"""number, Be could not affect, because nine was the number of the poets,"
71,"""who were always beggars, though they served so many muses; and eleven"
71,"ya the number of the apostles, when the traitor, Judas, was away; and"
71,"""therefore might best be affected by his majesty: But there was a mean"
71,""" number, which might accord us both; and that was ten: Which, says"
71,"my lord treasurer, is a sacred number; for so many were God's command-"
71,"ments, which tend to virtue and edification. f the commons really"
71,"voted 20,000 pounds a-year more, on account of this pleasant conceit of the"
71,"king and the treasurer, it was certainly the best paid wit, for its goodness,"
72,e Jamess oar 3 9 See note [6] at the end of the
72,"volume. P Kennet, p. 6844"
73,"I Kennet, p. 715. * K. James's Works, p. 355."
74,"* P. 259. edit. 1613. * Sir John Davis, p. 166."
75,"I Sir John Davis, p. 167. 11d. p. 173. * Id. p. 237."
76,": Jonn Davis, P. 263. * Id. p. 264,265, &c. * 1d. p. 476,"
76,* Id. p. asd. TH. . 280.
77,"2 Kennet, p. 688."
78,"tivate the prince's friendship; who must soon, said he, have chie"
78,"in England, where the king and queen are held in so little estim"
78,"Dep. de la Boderie, vol. i. p. 402, 415. yol. ii. p. 16, 349."
78,"*b Coke's Detection, p. ."
78,"r *- Tioderie, yol 1. P. 402, 415. yol. ii. p. 16, 349."
78,"*b Coke's Detection, p. ."
81,""" Kennet, p. 685, 686, &c."
83,"* Kennet, p. 636. Idem, p. 687. 38 State Trials, vol. i. p. 228."
84,"I State Trials, vol, i. p. 235, 236,252. Franklyn, p. 14."
85,"i State Trials, vol. i. p. 236, 237, &c."
86,"k S ate Trials, vol. i, p 223. 224, &c. Franklyn's Annals, p. 2, 3, &c."
86,"Kennet, p. 693. State Trials, vol. i. p. 233, 234 &c."
87,"m 14th of May, 1612. n Franklyn, p. 11, 33. o Idem, p 1."
87,"Pp Iiem, pag h Parliam. Hist. vol. v. p. 286. Kennet, p. 696."
87,"urn. 12 April, ad May, 1614, &c. Franklyn, p. 48."
88,"I Journ 17 Feb. 1609. It appears, however, that Salisbury was some,"
88,yhat mistalken in this fact : And if the iines were aot oftenty refused spply
88,"bY the parligment, it was only because they would not piieivokpole thens"
88,selves to the hagard of being refosed : Bot it it certain that English parli
88,"Tente uid anciently earry their frugality to p entreme, and seldon evelt of"
88,yrevailed opon to give the necessary support to the eovernment
88,: Cuie Inftitutes Iit 4. chap. 1. of charters of Sytyi
88,"† Journ. 13 April, 1614."
89,"1 Journ, 21 May, 1614. * Journ. 12, 21 May, 1614. Y7 Journ."
89,"18 April, 1614. ? * See note HI at the end of the volume."
89,"* Kennet, p. 696."
91,c Preface to Waller's Works.
92,"* Franklyn, * t Kennet, vol. ii. p. 648. * Coke, p. 46, 47."
92,"Rush, yol, i. S. a e"
93,"I State Trials, vol. i. p. 130. t Ibid. vol. i. p. 242"
94,"' nes r 69 Cokke, Weldon, &c. k See Pioe. rit."
94,"article Coke, p. 1584."
95,"I Bacon, vol, iv p. 617. Franklyn, p. 30. Clarendon, 8vo edit."
95,vol. i. p. 10
96,"a Rymer, tom. xvi. p. 341. Winwood, vol. ii. p. 351. * Sir"
96,"Dudley Carleton's letters, p. 27, 28."
97,"per cent, is worth on computation only 106,500 pounds; whereas the kin"
97,"received 250,000: Yet the bargain was good for the Dutch, as well as the"
97,king; because they were both of them freed from the maintenance of useless
97,"sarrisons,"
100,* 159. 1 1606.
102,"1 Franklyn, pa5. Spotswood."
103,"* Spotswood, 1596. 1 17 Dee. 1596."
103,"wood,"
104,e Mat ler thet
105,"a 6th June, 1610. b Spotswood, "" 715 Fob. 1619."
105,4 Spotswood. Franklyuh p 9.
106,""" Spotswood. Franklyn, p. 29."
107,"I Kennet, p. 709."
115,"I Kennet, p.703, 748."
116,"* Fushworth, vol. i. p. 2. * 1610. * La Boderie, vol. ii."
116,"r39 r Franklyn, P. 71."
117,"I Rushworth, vol. i. p. 7,8."
118,"I Rush worth, vol. i. P134"
118,"* Franklyn, p. 49"
119,"† Rushworth, vol, i. p. 12, 17. * Franklyn, p. 4."
120,"Franklyn, P. 44. Rushworth, vol. i. . 14."
120,"Rushwarah, voli. p. 15. Kennct, p7aae * thid 1e an. 4t."
122,"Franklyn, P. 47. Rushworth, vol. i. p. 21. * See note [K]"
122,at the end of the volume.
123,"a Journ. 5 Dee. 1621. b Journ. 13, 16 Feb. 1620. Journ."
123,15 Feb. 1629.
124,"Rushworth, vol. P. 27."
124,I Yelverton the attorney-general was accused by the commons for irawioe
124,"The are or these monopolies, and for Tipporting thev iie aposogiar"
124,"or im elt that he was forced by Buckingham, and that he suppied irrn"
124,"fence, though necessary to the attorney general, that they fined bim 10,00"
124,"ae King, s000 to the duke The sines, powcrr, were aiter"
126,"a It is thought, that appeals from chancery to the house of peers firf"
126,"tame into practice, while Bacon held the great seal. Appenls, ande h"
126,form of writs of errer. had long before Hain against the tovsts of law
126,"Blackstone's Commeatary, vol. iii. 451."
127,"h Rushworth, vol. i. p. 35. I Ibid. vol. i. p. 36. Kennet,"
127,r. 733. * Journ. Dec. 1621.
127,I To show to what degree the nation was inflamed with regard to the Pala
127,"tinate, there occurs a remarkable story this session. One Floyd, a prisoner in"
127,"the Fleet, a catholic, had dropped some expressions as if he we e pleased with"
129,"I Franklyn, p. 58, 59. Rushworth, vol. i. p. 40, 41. Kennet, p. 73"
130,"* Franlelyn, P. 60. Rushworth, vol. i. p. 43. Kennet, p. 741."
130,"* Franklyn, p. 60. Rushworth, vol. i. P. * Kemnet, I"
131,"* Kennet, P. 43."
131,I Ne sutor ulira crepidam. This expression is imagined to be insolent and
131,disobliging: But it was a Latin proverb familiarly used on all occasions.
131,": Franklyn, p. 62, 63, 64. Rushworth, vol, i. P. 46, 47, &c. Ken"
131,"net, P. 743."
132,a Journ. 18 Dec. *
132,"* Fraaklys, †. 5. * Franklyn, p. 6. Reftwormne i"
133,"a Franklyn, 56. Rushworth, vol. i. p. 21, 36, 55. The king alto"
133,"in initation of his predecessors, gave rules to preachers. Franklyn, p. 70."
133,The pulpit was at that time much more dangerous than the press. Few peo-
133,"ple ould read, and still fewer were in the practice of reading."
138,"HanEsyn, P. 57. Rushworth, vol. i. P. 38."
140,"I Kennet, P. 749."
141,"e Franklyn, p. 69. Rushworth, vol. i. p. 63"
142,"f Rushworth, vol. i. p. 292. 8 Ibid. p. 69."
143,"I We find by private letters between Philip IV. and the Condé Olivarez,"
143,"shown by the latter to Buckingham, that the marriage and the restitution of"
143,the Palatinate were always considered by the court of Spain as inseparable.
143,"See Franklyn, P. 71, n Rushworth, vol. i. P. 71, 280, 299, 300. Parl."
143,"Hist. vol. vi. p. 66. * Franklyn, p. 72."
144,"I Rushworth, vol. i. P. 66."
146,"""* Clarendon, rol i. P. 11, 12."
150,"I Idem, P. 74."
150,"Bushworth, vol. i. p. 77. Ieem, vol. 1. p. 54."
151,"Franklyn, p. 80. Rushworth, vol. i. p. 89. Kennet, p. 769."
151,"Rushworth, yol. i. p. 82. Franklyn, p.77"
152,"ian P. 80. Rushworth, vol. i. p. 104."
152,"Y 1oid. vol. is P. 101. * ulienoun, vel, i, p.36."
153,"a Rushworth, vol. i. p. 103. Clarendon, vol. i. p. 37."
153,b Hacket's Life of Williams.
154,Patl. Hist. vol. vi. p. 57.
154,"Rushworth, vol. i. p. 105. Kennet, P. 778."
155,""" Franklyn, p. So. Rushworth, vol. i. p. 113."
155,"f Rushworth, vol. i. p. 114."
156,"* To show by what violent measures this benevolence was raised, Johnlone"
156,"tells ue, in his Rerum Britannicarum bistoria, that Barnes, a citizen of Lon"
156,"Mon, was the first who resused to conwipute a5y hings rpon which. he"
156,"Jreasurer feot him word, that he must immediately prepare himself o"
156,by post a dispatch into Ireland. The citizen was glad to make his peace by
156,paying a hundred pounds; and no one durst isereraets yeste the thee
156,"lence required. See farther, Coke, p. 50."
156,"Franklyo, P. 79. Rush rorth, vol. 1. 5. 115. i ennet, F. t."
157,"h Franklyn, p. 89, 90, 91, &c. Rushworth, vol. i. p. 119, 120, &c."
157,"Parl, Hist. vol. vi. p. 20, 21, &c."
157,I See note M at the end of the volume.
157,"k It must, however, be consessed, that the king afterwards warned the"
157,"nouse not to take Buckingham's narrative for his, though it was laid before"
157,them by his orler. Parl. Hist. vol. vi. p. 104. The king was probably
157,"ashamed to have been carried so far by his favourite,"
158,"ranklps, P 5s Rushworth, vol. i. p. 128. Patl. fiiik vol"
158,e 4 Shetenton. vall I. p6. * Frankim r a413
158,"Rushworth, vol. i. P. 125, 1.0."
159,P See note [N] at the end of the volume.
159,"P137. Less than 300,000 pounds"
160,"t Clarendon, vol. i. p. 3."
160,"u Parl. Hist, vol. vi. p. 191"
161,"VFranklyn, p. 101, 102. X See farther, Franklyn, p. 87. ? Y Parl."
161,"Hist. vol. vi. p. 7. Franklyn, p. 103"
164,"; Franllyn, p. 86. Rushworth, vol. i. p. 113. b Rushworth,"
165,"Rushworth, vol. i. p. 259."
165,"of Williams. Coke, p. 107."
166,"collection of state parers by the earl of Clamendon, p.97."
167,"I Rushworth, vol. i. p. 152. E See note [P] at the end of the"
167,volume.
168,"I Rushworth, vol. i. P. 74. * Idem, ibid. p. 1514"
169,"I Franklyn, p. 104. Rushyorth, vol. i. p. 154. Dugdale, p. 24."
170,"* Rush worth, vol, i. p. 155."
174,""" Archbishop Spotswood tells us, that he was informed by Bancroft"
174,"Sverer years after the king's accession, that not above 4s elereymen hat heen"
174,deprived.
175,"o Rymer, tom. xvii. p. 200."
