Page number,Footnote text
18,"* Hoveden, p. 655. Bened. Abb. p. 547. M. Paris, p. 107."
20,"* Gale's Collect, vol. ili. p, 163."
21,"I M. Paris, p. 109. "" W. Heming. p. 519. Knyghton, P. 240."
22,"I Hoveden, p. 662. Rymer, vol. i. p. 64. M. West, p. 257."
23,"ned. Abb. p. 556. h Hoveden, p. 660."
24,"I Vinisauf, B. 305."
25,"* Bened. Abb. p. 580. I Hoveden, p. 663."
26,"* Hoveden, P. 676, 677. Bened, Abb. P. 615. n Bened. Abb."
26,P. 608.
27,"* Hoveden, p. 674. P 1bid, p. 688. Bened. Abb. p. 642, 643"
27,"Brompton, p, 1195."
28,"IM. Paris, p. 112. Trivet, p. 102. W"
28,"Hemint. - 1 2 I Hoveden, p. 88. P me, vir"
28,P. 69. Chron. de Dunst. P. 44. Bened. Abb. . *
29,Bened. Abb. p. 650. Ann. Waverl. p. 164. Vinisauf. p. 3228. W.
29,Heming. p. 523. * Vinisauf. P. 269 271 79.
30,"Yinisauf. p. 281. * Trivet, p. 104. Vinisauf. p. 342."
30,W. Heming. p. 524.
31,"carried by the crusaders for their protection. Rigord, an author of that age,"
31,"says, that after this dismal event, all the children who were born throughout"
31,"all Christendom, had only twenty or twenty-two teeth, instead of thirty or"
31,"thirty-two, which was their former complement. P. I"
32,"b Hoveden, p. 665. Knyghton, p. 2403. : ""W. Heming,"
32,"p. 528. "" Hoveden, p. 680. Bened. Abb. p. 626, 700. Bro"
32,"ton, p. 1193."
34,"W. Heming. p. 532. Brompton, p. 1243."
35,"g Vinisauf. p. 391. h Brompton,"
35,"? 1343. Rymer, vol. i. p. Ttivet, p. 124. W. Heming."
35,"P 4 Diceto, P. 680. * W. Heming. p. EBtompton,"
35,r1245.
36,"I Hoveden, p. 698. Bened. Abb. p. 677: Diceto, p. 662. Brompton"
36,F 1214.
37,m Vinisauf. p. 380.
38,""" Hoveden, p. 697. Bened. Abb. p. 673. M. Paris, p. 115. Vinisauf."
38,"p 546. W. Heming, p. 531."
39,"o chron. T. Wykes, p. 35. P Rymer, yol. i. P. 72, 73. T4 TS"
39,"76, &c."
40,"Rymer, vol. i. p. 79. I Ibld. p. 85."
41,"s Hoveden, p. 730, 731. Rymer, vol. i, p. 81."
41,"re 4""wW. Heming, P536."
42,"M. Paris, p. 121. W. Heming. p. 536."
44,"* Rymer, vol. i. p. 84."
45,"Y Hoveden, p. 737. Ann. Waverl. p. 165. W. Heming. p. 540"
45,"* Hoveden, p. 740."
46,"* Hoveden, p. 739."
48,"Rymer, vol. i. p. o1. I W. Heming. p. 549. Brompton"
48,"P. 1273. Rymer, vol. i. p. 94. . Genesis, chap. xxxviie ver. 32."
48,"M. Paris, p. 128. Brompton, P. 1273."
49,"I Rymer, vol. i P. 109, 110. & Hoveden, p. 791. Knyghton,"
49,r. 413. h Ibid.
50,"* Hoveden, p. 791. Brompton, p. 1477. Knyghton, P. 2413."
51,"Hoveden, p. 743. Tyrrel, vol. fi. p. 563. I Prynne's Chronol."
51,Vindic. tom. i. p. 1133.
52,"m Hoveden, p. 745. "" See note [A] at the end of the volume."
52,"a M. Paris, p. 169, 134. Trivet, P. 127. Ans. Waverl. p. 165."
52,"Hoveden, p. 774."
53,"S Hoveden, p. 765. Diceto, p. 691. Neubrig. p. 492, 493. 1 Ger"
53,"vast, pe15.1."
56,"; rei or M Paris, P. 112. Chron. de Dunst. p. 43. Rymer,"
56,"yol. † p. 66, 68. Bened. AbS. 3. 6ird. *8 Hoveosn, p, 301."
56,"Trivet, p. 1 18."
57,"; Hoveden, p. 792. M. Paris, p. 137. M. West. p. 263. Knyghton,"
57,"P. 2414. I Hoveden, p. 793. M., Paris, p. 137. Rymer,"
57,"vol. i. p. 114. Hoveden, p. 794. M. Paris, p. 138."
58,"f Hoveden, p. 795."
59,"g Nirman Duchesnii, p. 1055. Rymer, vol, i. p. 17 118, 119."
59,"Hoveden, p. 814. Chron. Dunst. vol. i. p. 47."
60,"h Annal. Burton, p. 262. I Ibid."
61,"* Philipp. lib. ,"
62,* Ann. Warerl. p. 167. M. West. p 264.
63,"Ann. Marg. p. 213. M. West. p. 264. "" M. West. p. 264."
63,"I Ibid,"
64,"I Trivet, p. 145. T. Wykes, p. 36. Ypod Neust. P. 459."
65,"W. Heming. p. 455. M. West. p. 264. Knyghton, p. 2420."
66,"* M. Paris, p. 146. M, West. p. 266."
67,""" M. Paris, p. 146. M. West. p. 264."
68,"* Trivet, p. 144. Gul. Britto. lib. 7. Ann. Waverl. p. 168."
70,"y Trivet, 41 Ypod. Neust. p. 459."
70,IM. Puiss †. 146. M. west. pr2e Tiret *. t4.
72,""" Rymer, vol. i. p. 119"
73,"* M. Paris, p 148. M. West. p. 266. Ibid."
74,"M. Peris, P. I49. M. West. p. 26s. M. Pais, p. 155."
74,Chron. de Mailr. P. 182.
76,"* M. Paris, p. 155. Ann. Waverl. p. 169. W. Heming. p. 553."
76,"Knyghton, p. 241 S."
77,"h Rymer, vol. i. p. 139. M. Paris, p. 155."
77,"p. i * M. Paris, p. 156. T rivet, p. 151. Ann. Waverl."
77,"P. 169. I M. Paris, p. 157."
78,"M. Paris, P. 157. n Ibid."
